,text,BIO_anno
6420,现都没有保本这种东西了，银保监会不允许，但其实利率在4%左右的随便哪种基本不会亏钱，我买了8，9年了从没亏过。,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ O O
6421,招商金葵花不想了办不下来，没有那么多现金，现在现金只有35万,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
6422,金卡了，不知道分期容易黑屋？,B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
6423,说招行期会黑屋啊,O B-BANK I-BANK I-PRODUCT O O O O
6424,快出帐单日了吧,B-COMMENTS_ADJ O O O O O O
6425,大概10.28，这前临时应该在，最高能到7W5,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
6426,能延的很稳,O O O O B-COMMENTS_ADJ
6427,总没有网贷及时还最低,O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6428,可以的我就是异下午50k，这个额度还是可以的啊,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
6429,公司选有网点的城市，家庭住址填真实地址，卡邮选择家庭住址，京东金融申请小白卡，除非秒批，电话回访必...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O
6430,那，就是这样，秒不秒批是根据你征信而定的，我异地申请的卡全是秒批。,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O
6431,这征信，难。。。养养再搞吧,O B-PRODUCT I-PRODUCT O O O O O O O O O O
6432,大佬，我在啊，反正90天里网贷，申卡估计得有15-25次，黑成这样了，干脆把所有卡都推1-N次，万一过了呢？没过也无所谓，反正6个月后又好汉一条。...,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O
6433,想推就推啊建议你只推真实地址的，这征信异地就别推了，万一人工审核你，给你标记一个虚假资料，你就是...,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
6434,对我是50k，意了,O O O O O O O I-COMMENTS_ADJ O
6435,招行黑青年60k,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O
6436,期几天开始催的,I-COMMENTS_N O O O O O O
6437,老铁去警说欠银钱，钱，是银行天天催你，还恶意催款,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
6438,确实我记时要我存100办张储蓄卡,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT
6439,还，也就是坑钱。。这么坑,O O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ
6440,去等出来了就可以转走，就是走个流程，这样可以把额度搞起来,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
6441,"团办的基本稳，本科8k1w,士12k，差不多。",O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
6442,基本很稳，只要你征信没问题都会下的。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT O O O O O O O O
6443,恭喜曲线成功，超过5万之后就毕业了。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O
6444,在屋也提注了吧,O O O O B-COMMENTS_N O O
6445,不用子，好像黑房子还在提金额,O O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N
6446,尽量支付宝，和招商走近，财付通忘了拿资格就没分,O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-BANK I-BANK O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
6447,大屋一般两年，我就是大黑屋出来好是两年，太坑了吧,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O
6448,招商用支付宝比较好,B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
6449,好琢磨路，还佛一点好,O O O I-COMMENTS_ADJ O O O O O O
6450,的现在是出来了，但是额度还是没有办法提升啊,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6451,财付通没啥别的啊,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O
6452,黑是不是连期资格都没了？,O O O O O I-PRODUCT O O O O O O
6453,我也是，看到有8折，手点1万的分，马上没临额。,O O O O O O O O O O O O O O O I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O
6454,刚用了E招贷，看我黑一年半吧,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
6455,招行e开头的业务用了肯定进黑屋,B-BANK I-BANK O O O O O O O O O O O O O
6456,E分期，是么？弄贷款。,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O
6457,招行天天打电话给我，让我用e招贷。这也会黑？,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O
6458,过一次2期，然后提额度了。,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
6459,大妈J金98K行的,O O O O O O O I-BANK O
6460,你是分了多期？是分吗？还是分部分,O O O O B-COMMENTS_ADJ O O O O O O O O O O O
6461,等毕业吧。校这些单位是交社保等的??学生的都查不到，毕业了就可以提的快了，额度就不用担心了,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6462,学信网毕业了再试，就不用担心额度的问题了,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
6463,也转败了，交行的也失败了，现在全部没用,O O O O O B-BANK I-BANK O O O O O O O O O O O O
6464,已很不了，多提几次就毕业了,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O
6465,你临时都？我的临时额度都用了,O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O
6466,每个情况不一样，跟基数关不对我见很多1w提额翻倍的,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O
6467,不了，说我额度使用率低不给我提捏！我看别人一个月几块钱的消费不照样提,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
6468,养吧，3K菜卡都能养熟{:_197:}浦发的,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-BANK I-BANK O
6469,见过别每月0消费都能提,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
6470,单位有电话基本都批，反正招行是这样,O O O O O O O O O O O O B-BANK I-BANK O O O
6471,卵用，真的没啥用，还是交通银行的,O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O
6472,员上门一般比较靠谱,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6473,月在战，额度一定让你满意,O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6474,批次k，用的是彩蛋，开心啊,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6475,回了吗？工行的三天了都没回放呢,O O O O B-BANK I-BANK O O O O O O O O O
6476,我申批00注销了重新申请卡员上门下卡1万，你这个也注销了吧重新申请,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
6477,你这哪个卡种呢，小白卡？,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O
6478,领路径比之前蔽，不容才找到，谢谢！,O O O O O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6479,掌上生活对话框里搜这个,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O
6480,的，拿券，招行的很划算的,O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6481,小昭没有军事道德?入口藏得深?我看到我丢了很多分,O O O O O O O O O O O O O I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6482,重了，希望这次额度可以高点,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O
6483,最近，招行天书黑名单范围扩大了，导致积分越来越不好整了，要不是需要积分换年费，我也没刷的动力了,O O O B-BANK I-BANK O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O
6484,弄支付宝只有这个稳,O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ
6485,A我的工商银行的都不行呢,O O O B-BANK I-BANK I-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6486,几了，额度样,O O O B-COMMENTS_N I-COMMENTS_N O
6487,2行都干不下来招行,O O O O O O O B-BANK I-BANK
6488,，金能平也可以，至少没亏,O I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ
6489,前隔短0拒,O O I-COMMENTS_ADJ O B-COMMENTS_ADJ
6490,惨的嘛，一直都批的额度很低,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ
6491,下成功率会，不过时间会久很多,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6492,至少隔3个月啊，你这个隔太近了，肯定不会批的啊，别急,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6493,实被之后都等三四个月右,O O O O O O O O O O O
6494,要-6-12的间隔才行。间隔近了,O O O O O O O O O O O O O O B-COMMENTS_ADJ O
6495,你朋友借了你20个，说实话真不少了。你那么多房子不卖，欠着别人钱，真的说不过去。你自己现在困难，可别人的钱不容易。还不如卖套，赶紧还清。踏踏实实，从头再来....,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6496,能借给20的不是般朋友，三套房这情况下确实应该先还朋友，还去买神马基金,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT
6497,有多少额??过几天就出来了??额度总是变,O O O O O O O O O O O O O O O O O O O O
6498,币跟美元账户,O O O O B-COMMENTS_N I-COMMENTS_N
6499,{:297:}账单分期，我就是用了分期进些日子小黑屋，只不过现在给我提额了。,O O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
6500,商，办理个性化分期,O O O O O O O B-PRODUCT I-PRODUCT
6501,也是协后钱还逾期了，不知道咋搞,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
6502,上海信写信投诉，过两天就会有工作人员介入，你要说你的情况，之后招商的就会联系你协商让你撤诉。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O
6503,期那么久商，,I-COMMENTS_N O O O O O
6504,咋啊我拖欠半个月了，真的太难了,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
6505,哥，你之钱招商协商后又逾期，后面怎样啊，有没被取消方案，我25号就要还，但要明天才有钱还进去，相当于又逾期3天...,O O O O O B-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
6506,参话术人信号被领各种优惠券、不能用,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6507,在还能0知道投诉可不可行,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
6508,请问老板们，我没有境算黑屋吗？还有我的临额到4.7，延时到4.8必要吗？感谢老板！,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O
6509,回事。主页也没了。,O O O O O O O O O
6510,员要上门办卡，也行，这样额度可以点,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
6511,不浪间嘛。本来征信就不好。我日。白天还要休息。晚上上班,O B-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O
6512,短般有座机很快就批了，额度也不会低,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ
6513,话费可以。刚用了50，都可以用的,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
6514,以到底能不能分期,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT
6515,二没多关系吧。。不用担心,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6516,和建行分过程中可提额。中行和交行，分期过程中不可以提额。,O B-BANK I-BANK B-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O
6517,交行可以的，已肉测,B-BANK I-BANK O O O O O O O
6518,无取现大法啊，实际免年费的,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
6519,.京东金本人白条度32k，经常用白条,O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT
6520,我46好久不提了……临额108就是不提固定,O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N
6521,你是不是出了固定和时同时点的，我今天就同时点了，希望能成功,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6522,我也上午申请下午来短信通过，也是b卡，不过我的额度没你高。恭喜了,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6523,半小时拒了,O O O B-COMMENTS_ADJ O
6524,征信花被拒不是很正常吗？,B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
6525,不知什么没招主还给拒了，还是白，很气了，招商狗东白卡不上门据说,O O O O O B-BANK B-PRODUCT O O B-COMMENTS_ADJ O O O O B-COMMENTS_N O O O O O B-BANK I-BANK O O O O O O O O O
6526,没申了啊，不想搞了，感觉不能成功,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6527,你不己说征信花了,O O O O B-PRODUCT I-PRODUCT O O
6528,征信也会查,B-PRODUCT I-PRODUCT O O O
6529,看了，野鸡征信，还是有时间线下打印,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT O O O O O O O O O O
6530,垃已行都干了，换嘿，小额多笔。,B-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
6531,经告诉你拉卡拉还是扔了吧,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O
6532,请过，拔凉拔的心,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O O
6533,招个黑子概括的太高真恶心,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6534,试试呗，不过我感觉希望不大招行白金都是总部审，地方建议是参考,O O O O O O O O O O O O O B-BANK I-BANK O O O O O O B-COMMENTS_N O O O O O O O O
6535,过有提升资质再申请了,O I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O
6536,卡员建议我2月房本下来了再冲，不过估计也没啥戏，不够50砖,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
6537,房本值的，砖不够你有代发1.5以上或者个税达标也可以的,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O
6538,房产价值255个左右，资税后月均1.8到1.9，但是可惜不是招行代发的，去年个税11k多，公积金双边k大佬帮我看看有戏吗，有没有操作空间...,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O
6539,资以，你这次请提交什么资料？,O I-COMMENTS_ADJ O O O O O O O O O O O O
6540,卡员拍了个人所细积金的明细，其他没要……他说购房发票没啥用,O O O O O O O O I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O
6541,最好找找失败原因，这样下次申请好针对解，资没什么问题,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O
6542,房净值25是总值5这条件不错?该能过吧,O O O O O O O O O O O O O O O O O O O
6543,觉楼主条件很好?公积金抵扣过房贷，这债务很小了??奉劝楼主??不要有执念????无所谓就行了??那个银行没羊毛，??那个银行没积分????...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6544,祝卡,O I-COMMENTS_N
6545,哥这是要领低保？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6546,无工作，无财产房车款），无五险一金！信用卡是办不来的吧,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O
6547,我猜你应该是被误导了。你是不是经常看论坛有帖：三无下卡xx三无提额xx？其实他们说的三无是指：无卡债...,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O
6548,我猜你应该是被误导了。你是不是常看到论坛有帖：三无下卡xx，三无提额xx？其实他们说的三无是：无卡债、无网贷、无不良记录。同时，这里也有另一种解：无法估计的存...,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6549,80砖没提供房本行证要求重审了两回第一还是系统重审没过今天烈要求人工审核终过了要求重审的小伙伴们一定要要求人工审核！,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
6550,0存了多久才申的呀？,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
6551,3个月，基都可以提额了,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
6552,还可人工申学了太棒了,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
6553,怎么到的，求路子，着急求,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
6554,2.建设卡18k—24k,O O B-BANK I-BANK I-COMMENTS_N O O O O O O O
6555,千三啊，额度太低了,O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O
6556,老怎么搞的，我欠了银行30几个，怎么省点手续费？,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O
6557,怎刷谢告知,O O I-COMMENTS_ADJ O O
6558,俺批了万美滋滋。。,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O
6559,中_74k　,B-BANK O O O O O
6560,和我一样，我目前用卡三期账单两个半月，个月出了分期，等临时中，卡前几个月给临时首提就有概率，没临时六个月就难...,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ O O O
6561,么查额度的,O O B-COMMENTS_N I-COMMENTS_N O
6562,招在乎额度关键能不能3+1提额,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N
6563,要不要用？不影响吧？有人知道么？着急,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
6564,以前的招很好提，现在没有那么好提了，当初下卡8000,O O O B-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
6565,一样下卡，一年才首提,O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N
6566,你怎么3k不过好养的，我标金下15k用近6个月首提到19k还挺不错的！,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
